projectDescriptionID,trapVisitID,visitTime,siteName,subSiteName,visitType,fishProcessed,trapFunctioning,counterAtEnd,counterAtStart,rpmRevolutionsAtStart,rpmRevolutionsAtEnd,includeCatch,discharge,waterVel,waterTemp,turbidity,conductivity,dissolvedOxygen
10,32,2022-02-04T10:30:14Z,Lower Sacramento River RST,RL,Continue trapping,Processed fish,Trap functioning normally,4924,NA,3.4,3.5,Yes,NA,NA,NA,NA,NA,NA
10,34,2022-02-05T11:00:54Z,Lower Sacramento River RST,RL,Unplanned restart,Processed fish,Trap stopped functioning,NA,3314,0,3.6,Yes,NA,NA,NA,NA,NA,NA
10,33,2022-02-05T11:15:53Z,Lower Sacramento River RST,RR,Unplanned restart,Processed fish,Trap stopped functioning,NA,1144,0,3.5,Yes,10836,0.8,8.6,9.1,NA,NA
10,36,2022-02-06T13:45:34Z,Lower Sacramento River RST,RL,Unplanned restart,Processed fish,Trap stopped functioning,NA,1147,0,3.9,Yes,NA,NA,NA,NA,NA,NA
10,35,2022-02-06T14:00:15Z,Lower Sacramento River RST,RR,End trapping,Processed fish,Trap stopped functioning,NA,566,0,0,Yes,10908,0.3,11.3,10.5,NA,NA
10,37,2022-02-07T11:30:32Z,Lower Sacramento River RST,RR,Start trap & begin trapping,N/A; not a sampling visit,Trap functioning normally,NA,0,0,2.5,Yes,10512,0.9,10.1,NA,NA,NA
10,38,2022-02-07T12:00:23Z,Lower Sacramento River RST,RL,Unplanned restart,Processed fish,Trap stopped functioning,NA,2916,0,3.2,Yes,NA,NA,NA,NA,NA,NA
10,39,2022-02-08T11:00:51Z,Lower Sacramento River RST,RR,Continue trapping,Processed fish,Trap functioning normally,3497,NA,2.6,2.7,Yes,10477,1,9.5,6.5,NA,NA
10,40,2022-02-08T11:30:32Z,Lower Sacramento River RST,RL,Continue trapping,Processed fish,Trap functioning normally,3751,NA,2.8,2.8,Yes,NA,NA,NA,NA,NA,NA
10,42,2022-02-09T12:45:04Z,Lower Sacramento River RST,RL,Unplanned restart,Processed fish,Trap stopped functioning,NA,928,0,2.7,Yes,NA,NA,NA,NA,NA,NA
10,41,2022-02-09T13:00:55Z,Lower Sacramento River RST,RR,Unplanned restart,Processed fish,Trap stopped functioning,NA,1150,0,2.7,Yes,10728,0.9,10.4,5.61,141.8,98.3
10,44,2022-02-10T10:30:21Z,Lower Sacramento River RST,RL,Unplanned restart,Processed fish,Trap stopped functioning,NA,2637,0,3.1,Yes,NA,NA,NA,NA,NA,NA
10,43,2022-02-10T11:00:34Z,Lower Sacramento River RST,RR,Continue trapping,Processed fish,Trap functioning normally,3618,NA,3,3,Yes,11253,1,10.6,18.1,NA,NA
10,45,2022-02-11T11:45:16Z,Lower Sacramento River RST,RR,Unplanned restart,Processed fish,Trap stopped functioning,NA,427,0,3,Yes,11345,0.7,11.3,16.43,NA,NA
10,46,2022-02-11T12:00:06Z,Lower Sacramento River RST,RL,Unplanned restart,Processed fish,Trap stopped functioning,NA,378,0,3,Yes,NA,NA,NA,NA,NA,NA
10,47,2022-02-12T11:00:15Z,Lower Sacramento River RST,RR,Unplanned restart,Processed fish,Trap stopped functioning,NA,3811,0,2.8,Yes,11235,0.9,11.5,26.2,NA,NA
10,48,2022-02-12T11:45:21Z,Lower Sacramento River RST,RL,Unplanned restart,Processed fish,Trap stopped functioning,NA,1102,0,3.1,Yes,NA,NA,NA,NA,NA,NA
10,50,2022-02-13T11:30:59Z,Lower Sacramento River RST,RL,Continue trapping,Processed fish,Trap functioning normally,4204,NA,3,3.1,Yes,NA,NA,NA,NA,NA,NA
10,49,2022-02-13T12:15:53Z,Lower Sacramento River RST,RR,Continue trapping,Processed fish,Trap functioning normally,3938,NA,2.4,2.5,Yes,10944,0.9,11.8,12.6,NA,NA
10,52,2022-02-14T10:45:33Z,Lower Sacramento River RST,RL,Continue trapping,Processed fish,Trap functioning normally,4013,NA,2.5,2.9,Yes,NA,NA,NA,NA,NA,NA
10,51,2022-02-14T11:00:20Z,Lower Sacramento River RST,RR,Unplanned restart,Processed fish,Trap stopped functioning,NA,1093,0,2.5,Yes,10980,0.9,11.9,10.1,NA,NA
10,53,2022-02-15T10:15:01Z,Lower Sacramento River RST,RR,Unplanned restart,Processed fish,Trap stopped functioning,NA,905,0,2.7,Yes,11017,1.9,10.9,11.6,NA,NA
10,54,2022-02-15T10:45:27Z,Lower Sacramento River RST,RL,Continue trapping,Processed fish,Trap functioning normally,4227,NA,3.5,3.3,Yes,NA,NA,NA,NA,NA,NA
10,55,2022-02-16T10:30:16Z,Lower Sacramento River RST,RR,Continue trapping,Processed fish,Trap functioning normally,3572,NA,2.2,2.3,Yes,11017,1,10.9,7.5,NA,NA
10,56,2022-02-16T10:45:50Z,Lower Sacramento River RST,RL,Continue trapping,Processed fish,Trap functioning normally,4455,NA,3.1,3.1,Yes,NA,NA,NA,NA,NA,NA
10,57,2022-02-17T09:45:50Z,Lower Sacramento River RST,RR,Continue trapping,Processed fish,Trap functioning normally,3337,NA,2.4,2.4,Yes,10908,1,10.5,9.1,NA,NA
10,58,2022-02-17T10:30:47Z,Lower Sacramento River RST,RL,Continue trapping,Processed fish,Trap functioning normally,4391,NA,3,3,Yes,NA,NA,NA,NA,NA,NA
10,59,2022-02-18T11:00:03Z,Lower Sacramento River RST,RR,Continue trapping,Processed fish,Trap functioning normally,3369,NA,2,1.9,Yes,10566,1,11.5,8.3,NA,NA
10,60,2022-02-18T11:15:41Z,Lower Sacramento River RST,RL,Continue trapping,Processed fish,Trap functioning normally,4360,NA,2.9,3,Yes,NA,NA,NA,NA,NA,NA
10,61,2022-02-19T10:45:36Z,Lower Sacramento River RST,RR,Continue trapping,Processed fish,Trap functioning normally,3050,NA,2.1,2.2,Yes,10387,0.9,11.7,8.5,NA,NA
10,62,2022-02-19T11:00:42Z,Lower Sacramento River RST,RL,Continue trapping,Processed fish,Trap functioning normally,4202,NA,2.9,2.9,Yes,NA,NA,NA,NA,NA,NA
10,64,2022-02-20T10:00:39Z,Lower Sacramento River RST,RL,Continue trapping,Processed fish,Trap functioning normally,3782,NA,2.7,2.9,Yes,NA,NA,NA,NA,NA,NA
10,63,2022-02-20T10:30:06Z,Lower Sacramento River RST,RR,Continue trapping,Processed fish,Trap functioning normally,2859,NA,1.9,2,Yes,10210,0.8,10.8,9.5,NA,NA
10,66,2022-02-21T10:15:05Z,Lower Sacramento River RST,RL,Unplanned restart,Processed fish,Trap stopped functioning,NA,1283,0,2.9,Yes,NA,NA,NA,NA,NA,NA
10,65,2022-02-21T10:45:42Z,Lower Sacramento River RST,RR,Continue trapping,Processed fish,Trap functioning normally,2818,NA,2.3,2,Yes,10050,0.6,10.2,3,NA,NA
10,68,2022-02-22T12:00:36Z,Lower Sacramento River RST,RL,Unplanned restart,Processed fish,Trap stopped functioning,NA,1739,0,2.8,Yes,NA,NA,NA,NA,NA,NA
10,67,2022-02-22T12:30:59Z,Lower Sacramento River RST,RR,Unplanned restart,Processed fish,Trap stopped functioning,NA,1877,0,1.9,Yes,9787,0.8,11.9,1.32,NA,NA
10,69,2022-02-23T10:30:10Z,Lower Sacramento River RST,RR,Continue trapping,Processed fish,Trap functioning normally,2361,NA,2.1,2.1,Yes,9647,0.9,9.5,1.4,NA,NA
10,70,2022-02-23T11:00:34Z,Lower Sacramento River RST,RL,Continue trapping,Processed fish,Trap functioning normally,4002,NA,2.8,2.9,Yes,NA,NA,NA,NA,NA,NA
10,71,2022-02-24T11:00:27Z,Lower Sacramento River RST,RR,Continue trapping,Processed fish,Trap functioning normally,2859,NA,2.1,1.6,Yes,9839,0.8,9.2,5.6,NA,NA
10,72,2022-02-24T11:15:50Z,Lower Sacramento River RST,RL,Unplanned restart,Processed fish,Trap stopped functioning,NA,2132,0,2.8,Yes,NA,NA,NA,NA,NA,NA
10,74,2022-02-25T10:30:57Z,Lower Sacramento River RST,RL,Unplanned restart,Processed fish,Trap stopped functioning,NA,2590,0,3.1,Yes,NA,NA,NA,NA,NA,NA
10,73,2022-02-25T10:45:10Z,Lower Sacramento River RST,RR,Continue trapping,Processed fish,Trap functioning normally,2873,NA,2.1,2.3,Yes,10281,1,9.3,6.6,NA,NA
10,75,2022-02-26T10:15:24Z,Lower Sacramento River RST,RR,Continue trapping,Processed fish,Trap functioning normally,2946,NA,2.3,2.4,Yes,10441,0.7,9.8,7.5,NA,NA
10,76,2022-02-26T10:30:13Z,Lower Sacramento River RST,RL,Continue trapping,Processed fish,Trap functioning normally,4166,NA,3,3,Yes,NA,NA,NA,NA,NA,NA
10,77,2022-02-27T10:45:07Z,Lower Sacramento River RST,RR,Continue trapping,Processed fish,Trap functioning normally,1602,NA,1.5,2.4,Yes,10872,0.9,10.2,8.5,NA,NA
10,78,2022-02-27T11:30:41Z,Lower Sacramento River RST,RL,Continue trapping,Processed fish,Trap functioning normally,4529,NA,3.1,3.1,Yes,NA,NA,NA,NA,NA,NA
10,79,2022-02-28T10:45:16Z,Lower Sacramento River RST,RR,Continue trapping,Processed fish,Trap functioning normally,3365,NA,2.4,2.5,Yes,10908,0.9,11.2,8.6,NA,NA
10,80,2022-02-28T11:15:30Z,Lower Sacramento River RST,RL,Continue trapping,Processed fish,Trap functioning normally,4202,NA,3,3,Yes,NA,NA,NA,NA,NA,NA
10,81,2022-03-01T10:45:40Z,Lower Sacramento River RST,RR,Continue trapping,Processed fish,Trap functioning normally,3342,NA,2.2,2.2,Yes,10944,0.5,17.1,1.26,NA,NA
10,82,2022-03-01T11:00:43Z,Lower Sacramento River RST,RL,Continue trapping,Processed fish,Trap functioning normally,4141,NA,2.9,3,Yes,NA,NA,NA,NA,NA,NA
10,84,2022-03-02T10:30:38Z,Lower Sacramento River RST,RL,Unplanned restart,Processed fish,Trap stopped functioning,NA,2437,0,2.8,Yes,NA,NA,NA,NA,NA,NA
10,83,2022-03-02T11:15:41Z,Lower Sacramento River RST,RR,Unplanned restart,Processed fish,Trap stopped functioning,NA,1407,0,2.4,Yes,10854,0.9,12,NA,NA,NA
10,85,2022-03-03T10:00:10Z,Lower Sacramento River RST,RR,Continue trapping,Processed fish,Trap functioning normally,3178,NA,2,2.5,Yes,10728,0.7,12.1,6.5,NA,NA
10,86,2022-03-03T10:15:07Z,Lower Sacramento River RST,RL,Unplanned restart,Processed fish,Trap stopped functioning,NA,894,0,2.9,Yes,NA,NA,NA,NA,NA,NA
10,88,2022-03-04T10:15:51Z,Lower Sacramento River RST,RL,Unplanned restart,Processed fish,Trap stopped functioning,NA,2142,0,3,Yes,NA,NA,NA,NA,NA,NA
10,87,2022-03-04T10:30:36Z,Lower Sacramento River RST,RR,Continue trapping,Processed fish,Trap functioning normally,3723,NA,2.1,2.1,Yes,10764,0.9,12.8,7.2,NA,NA
10,90,2022-03-05T10:45:28Z,Lower Sacramento River RST,RL,Unplanned restart,Processed fish,Trap stopped functioning,NA,608,0,3,Yes,NA,NA,NA,NA,NA,NA
10,89,2022-03-05T11:15:27Z,Lower Sacramento River RST,RR,Continue trapping,Processed fish,Trap functioning normally,3376,NA,2.5,2.4,Yes,10944,0.9,11.2,6.11,NA,NA
10,92,2022-03-06T09:45:15Z,Lower Sacramento River RST,RL,Unplanned restart,Processed fish,Trap stopped functioning,NA,2955,0,2.9,Yes,NA,NA,NA,NA,NA,NA
10,91,2022-03-06T10:45:02Z,Lower Sacramento River RST,RR,Continue trapping,Processed fish,Trap functioning normally,3568,NA,2.6,2.7,Yes,11053,0.9,10.3,NA,NA,NA
10,93,2022-03-07T10:30:31Z,Lower Sacramento River RST,RR,Continue trapping,Processed fish,Trap functioning normally,3845,NA,2.9,2.9,Yes,11089,0.9,12.3,10.4,NA,NA
10,94,2022-03-07T10:45:58Z,Lower Sacramento River RST,RL,Unplanned restart,Processed fish,Trap stopped functioning,NA,3255,0,3.3,Yes,NA,NA,NA,NA,NA,NA
10,95,2022-03-08T10:15:43Z,Lower Sacramento River RST,RR,Continue trapping,Processed fish,Trap functioning normally,3489,NA,2.3,2.5,Yes,10944,0.9,11.6,6.9,NA,NA
10,96,2022-03-08T10:45:50Z,Lower Sacramento River RST,RL,Continue trapping,Processed fish,Trap functioning normally,4502,NA,3.1,3,Yes,NA,NA,NA,NA,NA,NA
10,97,2022-03-09T10:15:22Z,Lower Sacramento River RST,RR,Unplanned restart,Processed fish,Trap stopped functioning,NA,853,0,2.5,Yes,10854,0.9,12.3,4.92,NA,NA
10,98,2022-03-09T10:30:05Z,Lower Sacramento River RST,RL,Unplanned restart,Processed fish,Trap stopped functioning,NA,1470,0,2.9,Yes,NA,NA,NA,NA,NA,NA
10,100,2022-03-10T10:15:35Z,Lower Sacramento River RST,RL,Continue trapping,Processed fish,Trap functioning normally,4318,NA,3.4,3.4,Yes,NA,NA,NA,NA,NA,NA
10,99,2022-03-10T10:30:00Z,Lower Sacramento River RST,RR,Continue trapping,Processed fish,Trap functioning normally,3577,NA,3,3.2,Yes,10800,0.9,11.8,6.3,NA,NA
10,101,2022-03-11T10:30:05Z,Lower Sacramento River RST,RR,Unplanned restart,Processed fish,Trap stopped functioning,NA,3367,0,2.4,Yes,10926,0.9,11.3,8.35,NA,NA
10,102,2022-03-11T10:45:22Z,Lower Sacramento River RST,RL,Continue trapping,Processed fish,Trap functioning normally,4514,NA,3,2.9,Yes,NA,NA,NA,NA,NA,NA
10,104,2022-03-12T10:00:07Z,Lower Sacramento River RST,RL,Unplanned restart,No fish were caught,Trap stopped functioning,NA,490,0,2.8,Yes,NA,NA,NA,NA,NA,NA
10,103,2022-03-12T10:15:48Z,Lower Sacramento River RST,RR,Unplanned restart,Processed fish,Trap stopped functioning,NA,426,0,2.1,Yes,10890,0.6,11.1,6.5,NA,NA
10,105,2022-03-13T10:30:52Z,Lower Sacramento River RST,RR,Continue trapping,Processed fish,Trap functioning normally,3312,NA,2.6,2.5,Yes,10836,0.8,15.4,5.43,NA,NA
10,106,2022-03-13T10:45:25Z,Lower Sacramento River RST,RL,Unplanned restart,Processed fish,Trap stopped functioning,NA,1478,0,2.9,Yes,NA,NA,NA,NA,NA,NA
10,108,2022-03-14T12:00:44Z,Lower Sacramento River RST,RL,Unplanned restart,Processed fish,Trap stopped functioning,NA,1808,0,3,Yes,NA,NA,NA,NA,NA,NA
10,107,2022-03-14T12:30:24Z,Lower Sacramento River RST,RR,Continue trapping,Processed fish,Trap functioning normally,3312,NA,2.3,2.4,Yes,9804,0.7,12.5,4.79,126.2,97.4
10,109,2022-03-15T10:15:18Z,Lower Sacramento River RST,RR,Continue trapping,Processed fish,Trap functioning normally,1986,NA,0.9,0.9,Yes,9076,0.9,13.9,5.9,NA,NA
10,110,2022-03-15T10:30:17Z,Lower Sacramento River RST,RL,Continue trapping,Processed fish,Trap functioning normally,3226,NA,1.8,1.9,Yes,NA,NA,NA,NA,NA,NA
10,112,2022-03-16T11:00:01Z,Lower Sacramento River RST,RL,Continue trapping,Processed fish,Trap functioning normally,3635,NA,2.9,2.7,Yes,NA,NA,NA,NA,NA,NA
10,111,2022-03-16T12:00:14Z,Lower Sacramento River RST,RR,Unplanned restart,Processed fish,Trap stopped functioning,NA,737,0,1.1,Yes,8483,0.7,14.9,6.5,NA,NA
10,114,2022-03-17T10:00:38Z,Lower Sacramento River RST,RL,Unplanned restart,Processed fish,Trap stopped functioning,NA,1613,0,2.5,Yes,NA,NA,NA,NA,NA,NA
10,113,2022-03-17T10:15:59Z,Lower Sacramento River RST,RR,Continue trapping,Processed fish,Trap functioning: but not normally,1497,NA,0.8,0.8,Yes,8366,0.9,13.3,6.6,NA,NA
10,116,2022-03-18T10:45:31Z,Lower Sacramento River RST,RL,Unplanned restart,Processed fish,Trap stopped functioning,NA,549,0,2.7,Yes,NA,NA,NA,NA,NA,NA
10,115,2022-03-18T11:00:43Z,Lower Sacramento River RST,RR,Continue trapping,Processed fish,Trap functioning normally,1436,NA,1.2,1.9,Yes,8433,0.9,13.9,6.8,NA,NA
10,118,2022-03-19T10:00:21Z,Lower Sacramento River RST,RL,Unplanned restart,Processed fish,Trap stopped functioning,NA,2117,0,1.7,Yes,NA,NA,NA,NA,NA,NA
10,117,2022-03-19T10:45:28Z,Lower Sacramento River RST,RR,Continue trapping,Processed fish,Trap functioning normally,2159,NA,1.2,1.1,Yes,8316,0.9,13.2,6.85,NA,NA
10,120,2022-03-20T10:15:01Z,Lower Sacramento River RST,RL,Unplanned restart,Processed fish,Trap stopped functioning,NA,239,0,2.8,Yes,NA,NA,NA,NA,NA,NA
10,119,2022-03-20T10:30:31Z,Lower Sacramento River RST,RR,Continue trapping,Processed fish,Trap functioning normally,2304,NA,2.1,2,Yes,8116,0.8,11.9,9.16,NA,NA
10,122,2022-03-21T10:30:26Z,Lower Sacramento River RST,RL,Continue trapping,Processed fish,Trap functioning normally,3962,NA,2.7,2.6,Yes,NA,NA,NA,NA,NA,NA
10,121,2022-03-21T11:00:29Z,Lower Sacramento River RST,RR,Continue trapping,Processed fish,Trap functioning normally,2394,NA,1.5,1.7,Yes,8149,0.9,13.1,11.6,NA,NA
10,124,2022-03-22T10:30:44Z,Lower Sacramento River RST,RL,Continue trapping,Processed fish,Trap functioning normally,4034,NA,3,2.4,Yes,NA,NA,NA,NA,NA,NA
10,123,2022-03-22T11:45:30Z,Lower Sacramento River RST,RR,Continue trapping,Processed fish,Trap functioning normally,2595,NA,1.5,1.7,Yes,8133,0.8,14.7,6,NA,NA
10,125,2022-03-23T11:00:27Z,Lower Sacramento River RST,RR,Continue trapping,Processed fish,Trap functioning normally,1883,NA,0.9,0.9,Yes,7836,0.9,16.4,5.6,NA,NA
10,126,2022-03-23T11:30:38Z,Lower Sacramento River RST,RL,Continue trapping,Processed fish,Trap functioning normally,3763,NA,2,2.2,Yes,NA,NA,NA,NA,NA,NA
10,128,2022-03-24T10:30:04Z,Lower Sacramento River RST,RL,Unplanned restart,Processed fish,Trap stopped functioning,NA,907,0,2.6,Yes,NA,NA,NA,NA,NA,NA
10,127,2022-03-24T11:15:09Z,Lower Sacramento River RST,RR,Continue trapping,Processed fish,Trap functioning normally,1683,NA,1.2,1.2,Yes,7640,0.6,17.6,9.1,NA,NA
10,129,2022-03-25T10:15:26Z,Lower Sacramento River RST,RR,Continue trapping,Processed fish,Trap functioning normally,1562,NA,0.8,2.1,Yes,7705,0.7,16.3,6.5,NA,NA
10,130,2022-03-25T10:30:46Z,Lower Sacramento River RST,RL,Unplanned restart,Processed fish,Trap stopped functioning,NA,1431,0,1.6,Yes,NA,NA,NA,NA,NA,NA
10,132,2022-03-26T10:45:35Z,Lower Sacramento River RST,RL,Continue trapping,Processed fish,Trap functioning normally,2607,NA,2.4,2.2,Yes,NA,NA,NA,NA,NA,NA
10,131,2022-03-26T11:45:05Z,Lower Sacramento River RST,RR,Continue trapping,Processed fish,Trap functioning normally,3212,NA,2.2,2.2,Yes,7640,0.8,16.3,8.5,NA,NA
10,134,2022-03-27T10:45:18Z,Lower Sacramento River RST,RL,Unplanned restart,Processed fish,Trap stopped functioning,NA,1392,0,1.5,Yes,NA,NA,NA,NA,NA,NA
10,133,2022-03-27T11:30:25Z,Lower Sacramento River RST,RR,Continue trapping,Processed fish,Trap functioning normally,3005,NA,2.2,2,Yes,8216,1,16.6,6.2,NA,NA
10,135,2022-03-28T11:30:25Z,Lower Sacramento River RST,RR,Continue trapping,Processed fish,Trap functioning normally,3126,NA,2.5,2.6,Yes,8889,0.6,15.4,5.5,NA,NA
10,136,2022-03-28T11:45:10Z,Lower Sacramento River RST,RL,Unplanned restart,Processed fish,Trap stopped functioning,NA,514,0,2.2,Yes,NA,NA,NA,NA,NA,NA
10,137,2022-03-29T10:30:54Z,Lower Sacramento River RST,RR,Unplanned restart,No fish were caught,Trap stopped functioning,NA,263,0,2.7,Yes,9231,0.6,13.9,6.6,NA,NA
10,138,2022-03-29T10:45:47Z,Lower Sacramento River RST,RL,Unplanned restart,Processed fish,Trap stopped functioning,NA,1895,0,2.4,Yes,NA,NA,NA,NA,NA,NA
10,140,2022-03-30T11:30:03Z,Lower Sacramento River RST,RL,Unplanned restart,Processed fish,Trap stopped functioning,NA,831,0,1.2,Yes,NA,NA,NA,NA,NA,NA
10,139,2022-03-30T11:45:11Z,Lower Sacramento River RST,RR,Continue trapping,Processed fish,Trap functioning normally,3394,NA,1.7,2,Yes,9128,0.7,14.8,3.8,NA,NA
10,142,2022-03-31T10:45:18Z,Lower Sacramento River RST,RL,Unplanned restart,Processed fish,Trap stopped functioning,NA,749,0,2.6,Yes,NA,NA,NA,NA,NA,NA
10,141,2022-03-31T11:15:05Z,Lower Sacramento River RST,RR,Continue trapping,Processed fish,Trap functioning normally,3118,NA,2.3,2.8,Yes,9076,0.6,14.9,NA,NA,NA
10,143,2022-04-01T10:15:55Z,Lower Sacramento River RST,RR,Continue trapping,Processed fish,Trap functioning normally,3716,NA,2.7,2.6,Yes,9111,0.9,15.2,NA,NA,NA
10,144,2022-04-01T10:45:43Z,Lower Sacramento River RST,RL,Continue trapping,Processed fish,Trap functioning normally,3468,NA,1.9,2.5,Yes,NA,NA,NA,NA,NA,NA
10,146,2022-04-02T09:45:37Z,Lower Sacramento River RST,RL,Unplanned restart,No fish were caught,Trap stopped functioning,NA,938,0,2.6,Yes,NA,NA,NA,NA,NA,NA
10,145,2022-04-02T10:00:24Z,Lower Sacramento River RST,RR,Continue trapping,Processed fish,Trap functioning normally,3662,NA,2.7,2.7,Yes,9231,0.6,15.8,5.7,NA,NA
10,148,2022-04-03T10:15:06Z,Lower Sacramento River RST,RL,Unplanned restart,Processed fish,Trap stopped functioning,NA,1887,0,2.3,Yes,NA,NA,NA,NA,NA,NA
10,147,2022-04-03T10:30:11Z,Lower Sacramento River RST,RR,Continue trapping,Processed fish,Trap functioning normally,3622,NA,2.5,2.4,Yes,9128,0.7,14.7,NA,NA,NA
10,150,2022-04-04T10:45:14Z,Lower Sacramento River RST,RL,Unplanned restart,Processed fish,Trap stopped functioning,NA,1207,0,1.7,Yes,NA,NA,NA,NA,NA,NA
